"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"02.01.2022","10,622","11,142","11,300","10,600","88,15M","-4,22%"
"26.12.2021","11,090","10,945","11,289","10,877","99,11M","1,48%"
"19.12.2021","10,928","10,689","11,070","10,501","96,54M","2,42%"
"12.12.2021","10,670","10,850","11,119","10,101","220,82M","-1,20%"
"05.12.2021","10,800","10,818","11,100","10,320","84,73M","1,13%"
"28.11.2021","10,679","10,230","10,896","10,111","196,94M","5,73%"
"21.11.2021","10,100","10,670","10,887","9,636","228,12M","-4,50%"
"14.11.2021","10,576","10,996","11,179","10,052","138,37M","-2,62%"
"07.11.2021","10,861","10,500","11,200","10,211","187,49M","5,44%"
"31.10.2021","10,301","9,870","11,050","9,870","149,46M","4,54%"
"24.10.2021","9,854","10,970","11,000","9,688","148,23M","-8,33%"
"17.10.2021","10,750","10,770","11,480","10,535","268,65M","0,00%"
"10.10.2021","10,750","9,800","11,020","9,582","439,96M","13,38%"
"03.10.2021","9,481","8,692","9,500","8,688","136,62M","9,03%"
"26.09.2021","8,696","8,721","8,888","8,653","58,44M","0,15%"
"19.09.2021","8,683","8,797","8,803","8,450","76,97M","-1,10%"
"12.09.2021","8,780","8,740","8,900","8,506","121,56M","1,14%"
"05.09.2021","8,681","8,869","9,000","8,577","110,93M","-1,59%"
"29.08.2021","8,821","8,213","9,000","8,213","194,74M","7,82%"
